user_id,recipe_id,date,rating,u,i
53932,150194,2008-07-26,4.0,77,70410
438645,33919,2010-06-04,4.0,6343,89113
1900559,280012,2017-06-16,5.0,1057,108024
149415,45482,2005-05-12,5.0,2914,156776
141898,60950,2006-11-07,5.0,5537,22354
422893,137051,2008-01-24,5.0,484,144947
469903,232219,2007-06-18,5.0,424,27612
163112,293655,2010-07-04,5.0,929,162764
452940,265822,2007-12-29,4.0,347,76358
91453,53561,2004-02-21,5.0,1685,51392
59780,615,2005-06-16,5.0,1504,71496
534554,70923,2007-10-04,5.0,1796,41885
37305,89014,2007-01-04,5.0,238,82915
41531,42669,2004-02-04,5.0,4595,2584
84386,23992,2005-03-23,5.0,1171,97245
398275,234305,2007-06-26,5.0,327,56349
47892,337308,2011-05-09,0.0,305,149196
162242,72638,2006-03-04,5.0,14325,75168
189500,147579,2006-01-12,5.0,6598,53963
844554,209819,2010-08-20,4.0,263,141898
198059,116884,2005-07-28,5.0,410,66559
74652,16110,2003-05-18,5.0,667,110391
4439,167359,2006-05-16,5.0,1212,27806
186802,89503,2007-01-01,5.0,894,903
83696,9054,2016-11-29,5.0,11388,8674
447199,44058,2013-09-30,5.0,10795,125996
117438,38041,2004-04-25,5.0,1539,171717
346576,192334,2007-07-16,5.0,732,61679
1157312,455886,2011-06-08,4.0,1060,153370
233044,49986,2005-08-10,5.0,15905,20427
302905,12885,2007-06-26,4.0,1820,124414
237624,30425,2010-11-09,5.0,7004,68689
505873,150386,2011-07-26,3.0,3367,107570
1799668,169026,2011-08-10,5.0,8071,5141
686329,98315,2008-06-06,5.0,11260,70514
443633,69501,2008-08-10,4.0,4454,90038
84481,241516,2007-08-25,5.0,7411,169494
6651,34478,2009-11-22,4.0,2169,175432
48956,23966,2003-11-24,5.0,3727,65599
777092,78194,2008-07-28,5.0,4407,150292
50579,40879,2004-12-07,5.0,4703,163193
1812955,27520,2012-08-12,5.0,12840,64311
302094,24044,2009-04-02,5.0,535,4284
588563,213930,2009-10-04,1.0,2743,121419
47510,12196,2002-11-12,5.0,728,151573
865936,161446,2009-09-12,5.0,165,165077
57256,129192,2005-07-10,5.0,1106,87334
101823,31134,2004-02-28,0.0,25,113383
157248,78922,2005-03-08,5.0,3699,27243
26723,46267,2004-12-29,5.0,1714,123123
147145,38290,2005-03-22,5.0,5741,68177
14410,285040,2008-02-13,5.0,738,101325
143318,279896,2008-02-10,5.0,1737,100510
530501,95771,2008-06-29,5.0,5578,175022
138726,14819,2004-06-01,5.0,16708,85923
74558,38487,2007-09-05,5.0,7399,123615
226863,282461,2009-01-06,3.0,267,128501
455539,105645,2007-06-24,5.0,1522,596
78884,16887,2005-04-10,4.0,4259,15076
991523,253888,2009-11-11,4.0,2985,145620
341170,271288,2008-11-02,4.0,1275,87972
179133,227141,2007-10-01,4.0,248,3922
243075,32369,2016-03-22,2.0,11350,48200
241882,162928,2008-09-07,5.0,3407,60876
378624,222844,2007-06-27,5.0,3615,62708
2061058,113930,2012-07-11,5.0,23852,64659
57256,79970,2004-03-31,5.0,1106,134472
340141,124863,2006-10-02,5.0,1987,66286
424680,377601,2009-07-12,5.0,94,37315
679953,468457,2011-12-05,5.0,496,38504
106105,42674,2005-02-27,4.0,3356,70017
578914,107741,2009-08-26,5.0,2066,88040
632604,2496,2010-01-19,5.0,12287,118496
525087,18124,2008-03-04,5.0,6569,3483
28201,180463,2006-09-18,5.0,283,72554
187373,111976,2012-07-02,5.0,2727,109739
103224,14462,2004-01-06,5.0,10433,18007
295299,9531,2008-08-16,5.0,9763,154904
346383,169496,2008-07-25,5.0,9418,31522
174096,210470,2009-02-15,5.0,373,143998
93997,207958,2008-04-14,5.0,3886,11203
2310,89298,2005-12-31,3.0,2778,62493
141654,86983,2008-12-14,5.0,6873,18850
56919,112551,2005-03-29,4.0,6830,28094
58104,113494,2005-05-19,5.0,319,114448
1179225,13546,2011-01-22,5.0,503,39192
92641,39840,2004-09-22,4.0,4886,140941
195137,388061,2010-04-25,4.0,2116,109783
176615,8845,2007-06-28,5.0,82,24634
209747,214113,2007-04-20,5.0,504,175231
308434,367825,2009-04-27,5.0,2181,63630
223586,30653,2007-12-18,5.0,17510,22022
89831,195667,2006-12-01,5.0,130,134326
362499,373986,2009-05-26,5.0,5240,143283
228876,95222,2005-08-17,4.0,15647,125637
189410,163141,2007-09-19,5.0,4434,63635
513585,253952,2009-09-24,5.0,3334,78277
1026228,41555,2009-12-08,5.0,20868,94169
984591,272158,2009-12-11,5.0,11296,17839
21841,222151,2007-06-02,5.0,5485,158367
724631,11642,2014-02-22,5.0,203,103767
1607893,209663,2011-05-22,4.0,8628,86114
829250,319534,2013-01-11,4.0,160,13661
350471,37437,2006-09-30,5.0,13885,174298
55594,14499,2007-01-13,5.0,3745,48236
49937,76642,2003-12-09,5.0,9784,90809
52125,117317,2006-12-30,5.0,3590,166665
363962,97439,2006-11-16,5.0,866,150824
50865,120072,2008-01-29,5.0,13561,12721
1329782,146732,2010-11-03,5.0,567,9544
41809,87421,2005-01-22,5.0,1253,109305
885416,51349,2009-05-07,5.0,5251,60381
128473,411822,2015-05-31,5.0,208,177801
305531,310434,2009-06-14,5.0,56,36134
466212,64015,2007-12-04,3.0,3243,75291
270514,57691,2007-09-19,3.0,2566,32849
1904309,268938,2014-05-19,5.0,20207,33049
29956,26923,2002-05-15,0.0,1623,133360
402559,144666,2007-11-08,5.0,1637,175374
168921,51730,2005-11-06,5.0,1198,96045
207176,224815,2007-05-31,5.0,819,77090
61660,57572,2004-01-27,5.0,295,143776
1636470,632,2013-07-11,5.0,4494,71534
322326,31516,2007-10-23,4.0,2860,164203
937635,212404,2010-11-05,5.0,2068,170574
494084,56398,2013-08-13,5.0,1030,77728
65197,243284,2007-08-25,5.0,673,69961
93006,91731,2004-06-01,5.0,2717,28105
22973,107797,2006-07-12,5.0,274,132769
542159,500837,2013-05-27,5.0,175,86345
838515,1438,2009-06-14,1.0,5370,96775
379033,450074,2011-10-13,5.0,1930,132169
37779,39280,2014-12-08,5.0,380,62886
195589,18039,2007-09-16,5.0,293,90160
81695,55620,2003-04-11,4.0,3013,147970
244817,47936,2007-06-03,5.0,3926,177588
157167,203128,2007-12-14,5.0,3186,152650
101823,66415,2005-02-21,5.0,25,4880
172256,86286,2006-11-21,5.0,6773,92051
284312,116879,2008-12-16,5.0,4202,117047
29667,74365,2009-10-08,4.0,3325,157749
1900301,2663,2015-02-21,4.0,4669,92417
163112,167747,2012-11-30,5.0,929,89099
461724,89368,2009-06-11,5.0,1838,143317
464330,26380,2008-01-16,4.0,9571,128003
384923,42292,2007-12-24,5.0,4092,85719
134164,28134,2004-12-06,4.0,6856,6975
171084,42842,2009-01-26,5.0,343,108529
331472,63070,2007-03-31,5.0,3716,155734
1183663,159712,2012-05-31,5.0,21679,161084
86318,6854,2004-09-04,5.0,112,41223
13483,81062,2004-06-03,5.0,330,125530
63935,294620,2010-02-18,5.0,9994,175886
101823,41672,2004-12-05,5.0,25,30989
143917,349187,2010-04-08,4.0,1601,48570
36670,48691,2004-02-28,4.0,8113,51196
315565,268205,2009-05-08,5.0,1170,64486
539686,116029,2014-08-16,4.0,19,42599
28636,187506,2007-07-26,4.0,711,155251
142244,21284,2004-11-15,5.0,10456,28705
532785,44487,2010-09-15,5.0,3567,63782
8688,129886,2007-05-01,5.0,235,86615
350938,406063,2010-04-21,5.0,2867,168782
164182,151071,2006-03-04,5.0,1897,48879
393251,79308,2010-12-26,4.0,15246,105011
94243,70216,2003-12-30,4.0,2800,79508
53932,115147,2008-03-04,4.0,77,89304
130663,91851,2005-12-05,5.0,926,76922
80064,23624,2004-05-08,5.0,7718,92171
176591,88740,2006-03-31,4.0,9168,71200
183533,17776,2008-11-08,5.0,7601,128791
130133,156318,2007-03-28,4.0,2412,104767
1222615,83988,2010-10-08,5.0,13469,43108
296809,270897,2013-04-18,4.0,456,75938
678862,72225,2007-12-21,5.0,8682,11601
299685,78289,2007-07-31,4.0,6184,72427
315565,308154,2010-07-10,4.0,1170,47277
946146,22181,2009-01-10,5.0,324,138285
136997,131916,2008-10-03,5.0,168,171971
68460,98518,2005-06-19,5.0,103,44890
269331,78814,2006-05-08,5.0,2689,129505
366730,14416,2008-08-14,5.0,5551,17369
1230867,93190,2009-04-18,5.0,15577,38535
140132,43509,2008-01-21,5.0,453,75244
240668,39880,2009-02-18,4.0,3812,40842
185285,125172,2006-07-25,5.0,41,176360
170628,245872,2009-04-19,5.0,940,76299
56130,26495,2003-08-22,4.0,15780,158652
21462,181083,2010-02-16,5.0,6588,16470
204261,201257,2007-05-29,4.0,2859,60153
28346,121685,2005-10-12,4.0,1471,21847
678548,259104,2007-12-06,4.0,2443,43025
283390,546,2007-07-12,5.0,1128,87396
373495,320270,2010-03-06,5.0,1959,42508
177435,115260,2007-08-03,5.0,3865,128929
596646,25094,2009-03-02,5.0,4724,165216
110402,192817,2008-05-27,5.0,3341,90589
515964,110506,2007-06-22,5.0,524,150229
50509,354786,2011-02-28,4.0,922,98701
141012,339697,2008-12-25,5.0,4933,124773
482376,162821,2011-04-12,5.0,247,98397
829250,502861,2014-12-28,5.0,160,46825
91655,16531,2004-04-03,5.0,10592,54613
511587,75864,2008-12-16,5.0,12069,157257
240552,282929,2008-02-22,5.0,43,167517
133174,80893,2004-06-28,5.0,164,99622
953275,397519,2010-03-01,4.0,151,40562
234912,177925,2006-11-15,3.0,14979,18733
54537,16531,2003-08-24,4.0,12303,54613
297274,157185,2006-04-14,5.0,8339,106074
59064,137355,2007-05-11,4.0,189,86316
287087,1100,2006-02-20,4.0,21690,95904
66983,24794,2003-02-06,5.0,230,134913
54716,213082,2007-04-18,5.0,724,165679
347822,120436,2007-10-13,4.0,3238,62594
64642,33671,2012-03-05,3.0,633,28552
59064,191254,2007-06-06,5.0,189,131469
11297,154242,2010-02-23,5.0,358,171726
95743,63986,2004-08-06,5.0,552,93313
18391,63184,2003-07-21,5.0,1192,42623
334112,170555,2006-07-18,5.0,21423,39527
28087,408541,2010-01-25,4.0,1619,144879
252448,54259,2010-04-19,5.0,19163,48069
229619,58838,2012-12-08,4.0,1319,89085
9748,32031,2002-11-13,5.0,7793,35746
240552,302220,2008-05-19,5.0,43,68510
135470,451284,2011-10-18,1.0,49,90734
961653,213659,2011-06-28,5.0,11337,12773
457907,262252,2008-12-15,5.0,2535,92232
597538,141983,2009-03-19,5.0,3553,63569
141012,51537,2009-10-23,5.0,4933,23291
452355,378392,2014-04-18,5.0,1487,43832
192974,31382,2008-12-28,4.0,4632,33247
369715,278221,2008-02-12,5.0,260,125707
68460,449747,2018-03-05,5.0,103,67163
578353,102617,2009-04-27,5.0,5586,37217
72243,66241,2005-07-24,5.0,853,1984
209255,8059,2006-08-09,5.0,2107,96823
373495,114307,2008-08-11,5.0,1959,44044
208921,13178,2008-11-19,5.0,12281,111828
658792,107786,2010-06-13,5.0,11795,41436
237330,91988,2006-08-25,4.0,749,20980
260689,234051,2008-09-02,5.0,2929,58804
171854,52251,2005-02-11,5.0,3992,120742
2201460,54257,2012-03-05,5.0,20483,52334
1072593,228641,2015-09-05,5.0,736,1645
1666423,131628,2013-06-02,3.0,3409,137789
43413,41034,2011-08-26,5.0,2971,63625
440735,465292,2012-04-23,4.0,779,139423
488441,485964,2012-09-20,4.0,1249,45005
207863,431460,2010-09-15,5.0,2790,78638
724516,352968,2011-05-11,3.0,71,90751
98722,15340,2007-01-22,5.0,6635,23801
57256,95703,2004-08-12,5.0,1106,133213
160974,133295,2005-11-03,5.0,369,45530
11176,301613,2016-04-05,4.0,529,134087
498271,302814,2013-02-19,4.0,245,172893
799308,95996,2008-04-05,4.0,14738,35229
249894,30864,2007-03-16,5.0,14509,91100
60124,66218,2007-12-20,5.0,325,118855
15572,87856,2004-04-23,4.0,1206,116521
320562,73825,2007-04-07,5.0,7058,154916
1206102,46461,2014-01-25,4.0,152,172070
111342,75644,2006-05-28,5.0,2606,53859
381180,290308,2012-12-14,5.0,420,121505
621626,251933,2008-03-11,5.0,1479,39288
199848,189951,2006-10-11,3.0,564,32178
504925,180476,2007-10-08,5.0,11417,95051
295341,160754,2006-03-22,5.0,21635,81376
632249,80468,2010-01-22,5.0,775,169437
369715,75038,2011-04-11,4.0,260,136827
1436160,429814,2014-04-21,4.0,2947,165504
385999,227802,2007-12-28,5.0,1152,113881
1628676,245872,2012-04-16,5.0,9490,76299
216320,31972,2008-06-19,4.0,2110,22809
201584,113090,2005-03-10,5.0,2192,41543
63335,90674,2006-04-08,4.0,7816,174552
224235,162874,2006-05-09,5.0,3665,133295
187373,236418,2013-04-27,5.0,2727,161194
128723,100727,2005-11-29,5.0,4235,54986
345569,255658,2009-07-05,4.0,57,11289
799182,279142,2009-03-31,5.0,14601,87056
394604,97496,2007-04-07,5.0,4771,9651
233495,90798,2007-06-30,5.0,4283,93715
126440,450681,2011-08-30,5.0,3,9058
490142,221743,2010-01-15,5.0,2379,145695
744179,37780,2012-01-31,4.0,4797,104619
482376,439096,2011-04-15,4.0,247,126902
126440,26111,2016-03-21,5.0,3,71738
318225,111231,2018-11-18,5.0,4931,145423
141293,203942,2007-01-29,5.0,296,58160
1052207,251955,2009-08-16,5.0,9963,95668
482933,360083,2009-05-01,4.0,680,10764
128473,294579,2010-01-31,5.0,208,133701
222055,49106,2010-07-10,5.0,2158,100396
158086,76931,2007-02-04,5.0,128,126835
133174,369973,2011-09-07,5.0,164,12417
717221,59048,2008-08-07,5.0,2542,55333
226863,298575,2009-08-11,5.0,267,102935
35701,10840,2004-07-06,5.0,5416,152911
1506604,78289,2010-07-24,4.0,2112,72427
122877,103770,2010-02-17,5.0,118,123957
296809,372768,2012-07-24,5.0,456,52476
141610,50824,2012-01-08,5.0,7059,82494
424680,159716,2008-10-30,5.0,94,19886
1244786,87085,2014-05-22,5.0,22164,154689
209603,204564,2007-02-27,5.0,2429,71184
251917,178133,2010-01-13,5.0,1217,21849
539686,256430,2013-08-31,5.0,19,54147
55523,31804,2009-09-28,5.0,4122,17320
378429,102631,2009-03-17,5.0,4165,1774
653438,452150,2011-03-30,4.0,907,141633
983832,319436,2009-07-22,4.0,13882,102975
344146,28148,2006-11-10,5.0,5880,127080
539686,130975,2011-02-09,4.0,19,55202
115758,153889,2006-08-18,5.0,937,96367
536127,25321,2018-03-06,4.0,9827,6611
430254,52782,2007-04-03,5.0,21490,124160
95743,365,2005-10-12,5.0,552,45362
211184,134759,2006-06-10,5.0,630,166353
182312,79506,2006-09-29,5.0,7301,171187
83541,244996,2007-11-14,5.0,5742,150213
133174,123394,2006-10-18,4.0,164,34209
394085,306250,2008-06-29,4.0,1175,169331
141293,149168,2006-11-05,5.0,296,172266
424680,67433,2011-06-29,5.0,94,87391
54678,193195,2009-09-10,5.0,685,131521
131126,169002,2006-07-18,5.0,124,92129
1058097,213117,2009-09-09,5.0,967,84561
1218405,29527,2009-06-26,4.0,6122,130009
1535,80147,2004-05-22,5.0,1431,103697
1248785,195701,2009-07-17,5.0,13166,91911
280271,274551,2009-09-17,5.0,55,56925
526666,325218,2011-02-04,5.0,727,65558
207257,54715,2006-02-12,4.0,9478,81517
208125,49552,2005-08-29,5.0,387,22426
587978,29416,2009-03-26,5.0,1468,47704
115178,99206,2004-12-11,5.0,3040,101329
140807,85570,2005-01-05,5.0,11743,102581
137911,127341,2005-11-27,5.0,2231,83565
907746,198742,2008-12-28,5.0,12589,146750
1196075,95311,2009-03-08,5.0,7984,85490
89831,112933,2005-03-13,5.0,130,56818
25455,2886,2002-01-09,4.0,209,106975
73951,4065,2016-08-05,5.0,494,41800
1706426,468885,2012-11-18,5.0,1443,58003
110210,21256,2005-01-31,5.0,1936,46468
2001230293,239875,2016-11-22,5.0,19114,28173
186142,18185,2015-07-09,5.0,21676,37348
284180,395322,2010-10-29,4.0,4839,169994
56003,181588,2009-10-30,4.0,462,75937
424680,195721,2010-11-09,5.0,94,51619
220348,202025,2008-02-08,4.0,179,62040
50969,105993,2005-07-09,5.0,830,146982
204024,278225,2009-07-29,5.0,349,169925
50969,182317,2007-10-11,4.0,830,138737
464080,399771,2010-02-11,5.0,498,102241
55729,238756,2013-03-30,2.0,848,14963
52282,44378,2003-01-11,4.0,829,33942
797590,174611,2008-12-02,5.0,2064,83260
554496,263659,2011-12-20,5.0,5756,169829
64667,121007,2007-05-16,4.0,1736,39378
914720,234919,2009-03-02,5.0,5449,103303
444132,357815,2009-08-09,5.0,65,114012
1265522,71876,2010-03-10,5.0,4380,56493
101823,63975,2008-04-16,4.0,25,160737
182923,309502,2008-06-16,5.0,24023,169947
679953,483408,2013-05-05,5.0,496,51558
655199,248972,2010-02-15,5.0,145,98365
1792,88497,2004-05-05,3.0,13094,127696
282942,151881,2010-12-06,5.0,21771,146342
356127,238825,2007-07-29,5.0,1772,129263
539686,282238,2008-05-26,3.0,19,170757
1535,87303,2008-10-06,4.0,1431,140854
653438,280594,2012-02-28,5.0,907,153250
144629,110927,2005-07-27,5.0,6876,138417
192581,212565,2008-03-13,5.0,833,29112
88099,167058,2006-10-20,4.0,470,70087
136583,47391,2011-06-17,5.0,12488,176716
482933,298561,2009-08-06,5.0,680,166105
469903,150863,2014-01-04,5.0,424,37359
218535,38966,2009-01-21,3.0,1411,177884
78960,36579,2003-04-04,5.0,4399,8970
95743,90615,2005-06-20,5.0,552,27325
240344,93500,2010-10-16,3.0,7305,115945
704166,183571,2015-08-19,5.0,7491,42420
304596,13909,2009-02-02,3.0,7242,90568
424680,381775,2009-10-19,5.0,94,120623
424680,190529,2008-10-25,5.0,94,135050
149415,49306,2005-02-24,5.0,2914,110531
496803,66596,2010-01-26,5.0,1751,163625
690623,382010,2012-10-20,5.0,265,45965
74288,113223,2008-01-01,5.0,5338,2537
266635,469683,2012-06-23,5.0,743,150242
52282,56651,2005-02-12,5.0,829,169158
126104,256073,2008-02-21,5.0,590,29442
101732,103684,2007-06-21,5.0,46,126626
237951,120106,2007-02-24,5.0,336,153836
1215696,107268,2009-05-21,5.0,19264,127762
137911,18036,2005-05-11,5.0,2231,139000
246482,60201,2018-08-14,5.0,157,83378
895132,265530,2011-08-24,5.0,262,156564
146284,55210,2007-08-18,5.0,2198,72576
1256820,32204,2010-11-05,4.0,12108,135961
439066,170114,2008-03-22,5.0,5712,150744
307214,515356,2014-04-28,4.0,716,118905
643263,92145,2008-04-28,4.0,7114,4029
58104,234862,2007-06-20,5.0,319,126104
311003,46369,2006-10-26,5.0,1925,128692
452576,3713,2007-12-23,4.0,3031,3392
59064,68723,2003-11-05,4.0,189,55779
394077,41065,2009-07-26,4.0,121,11435
199848,293635,2012-03-30,5.0,564,176163
928301,56103,2013-10-08,4.0,807,11115
60231,37191,2003-04-08,5.0,1493,73168
355885,151788,2008-06-15,5.0,6384,103904
1242099,374639,2012-06-09,5.0,7073,96374
95743,20223,2003-11-05,5.0,552,55208
463202,174697,2007-06-21,4.0,2074,6282
199953,109159,2005-12-31,4.0,1095,125149
95743,59980,2003-10-18,5.0,552,52410
199020,148225,2010-12-01,5.0,2254,133911
1365025,46875,2009-10-06,5.0,1150,72480
1668482,48158,2012-11-21,5.0,17495,21935
1273581,142999,2009-08-17,5.0,18104,45049
88585,16887,2006-07-20,4.0,8001,15076
37305,23992,2002-12-07,5.0,238,97245
785604,65641,2010-05-02,5.0,11617,91233
169430,283951,2008-05-05,4.0,241,86302
1482967,147032,2010-04-02,5.0,6289,122541
240001,60052,2008-09-21,4.0,7232,106092
383346,346794,2010-10-18,5.0,193,74213
116401,16763,2005-05-20,5.0,1113,55357
439685,44130,2007-08-13,4.0,5188,139877
305531,437701,2010-10-20,5.0,56,57046
1352292,34499,2011-08-15,4.0,4918,68803
254715,16902,2010-05-26,5.0,15737,55598
90086,50854,2008-06-23,5.0,2174,58999
129652,14499,2007-03-16,5.0,2204,48236
37449,400639,2010-01-19,5.0,275,26280
852554,448267,2012-07-31,5.0,73,33836
138799,12396,2009-09-03,5.0,211,88289
453440,147089,2018-06-13,5.0,500,137868
5060,99637,2005-05-15,5.0,17,91150
39835,147769,2006-07-29,5.0,384,65922
222564,275423,2014-08-13,5.0,132,428
48781,24553,2002-07-14,5.0,7807,4629
1302627,63689,2010-01-09,5.0,13124,15173
736339,51152,2009-07-26,4.0,4384,120496
424680,469800,2012-04-27,5.0,94,44415
206722,103615,2006-08-13,5.0,401,20431
593927,170114,2010-07-03,5.0,357,150744
186855,7788,2008-01-11,4.0,323,15448
5060,1133,2010-05-09,4.0,17,6176
291164,167843,2006-10-28,5.0,6511,149930
50711,107597,2007-01-20,4.0,394,125378
187281,89896,2007-10-01,5.0,604,43951
424680,202723,2011-07-23,5.0,94,23497
337963,30081,2011-10-29,5.0,39,994
348437,125633,2010-06-18,5.0,2384,33338
315565,337395,2012-02-29,5.0,1170,1574
953275,196452,2008-12-27,5.0,151,117169
374281,8318,2014-02-24,5.0,10177,7107
33159,21766,2009-04-10,4.0,744,33550
316717,42997,2017-03-20,5.0,3957,137110
329663,152283,2011-03-28,5.0,6910,70150
248023,20155,2007-10-12,4.0,3556,118418
678366,240744,2010-02-03,5.0,67,134849
126104,15566,2008-02-28,5.0,590,141173
179232,89396,2005-09-16,5.0,4178,91856
422893,124414,2008-03-05,5.0,484,136687
230860,51193,2009-11-25,5.0,75,166208
22015,85845,2006-03-22,5.0,570,139203
23119,232955,2010-04-24,5.0,597,43324
540234,248651,2007-08-25,4.0,13322,11880
222478,70522,2008-08-16,5.0,97,107864
140806,385607,2010-11-15,5.0,573,44484
90324,54916,2005-08-11,5.0,13490,83569
68460,101891,2004-11-25,5.0,103,77588
158131,22698,2004-09-27,3.0,3638,170188
35848,27208,2002-07-26,5.0,4504,99787
226863,398364,2010-04-21,5.0,267,166970
11009,76146,2008-06-08,5.0,6299,172795
375404,81141,2007-01-01,5.0,14826,171950
120121,29763,2004-04-05,5.0,2156,172235
250832,131058,2006-11-08,4.0,10693,177550
1060667,191095,2016-11-07,5.0,1084,157491
88099,121135,2006-04-22,5.0,470,166635
